"api_family","section","endpoint_name","method_doc","documented_url","endpoint_key","documented_payload_fields","documented_json_status","parigo_status","parigo_code_refs","parigo_payload_or_query","conformance","live_evidence","evidence_or_note"
"Public API","Public API > Member Activity > History","Get Member Communication History","POST","{HM_ServiceAPI_URL}/gethistorybycommunications/{HM_ServiceAPI_MemberToken}","gethistorybycommunications","Skip, Limit, Sort, StartDate, EndDate","valid","implemented","src/lib/harvest/activity.ts:1349","Skip, Limit, Sort, StartDate, EndDate","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Tagging","Create Member Tag","POST","{HM_ServiceAPI_URL}/addmembertag/{HM_ServiceAPI_MemberToken}","addmembertag","TagName","valid","implemented","src/lib/harvest/activity.ts:1065","TagName","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Tagging","Update Member Tag","POST","{HM_ServiceAPI_URL}/updatemembertag/{HM_ServiceAPI_MemberToken}/12340397b5f68cf0","updatemembertag","TagName","valid","implemented","src/lib/harvest/activity.ts:1075","TagName","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Tagging","Add to Member Tags","POST","{HM_ServiceAPI_URL}/addtomembertags/{HM_ServiceAPI_MemberToken}","addtomembertags","ObjectType, ObjectIDs, AddToTagIDs","valid","implemented","src/lib/harvest/activity.ts:1084","ObjectType, ObjectIDs[], AddToTagIDs[]","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Tagging","Get Member Tags","GET","{HM_ServiceAPI_URL}/getmembertags/{HM_ServiceAPI_MemberToken}?Skip={Skip}&Limit={Limit}&Sort={Sort}","getmembertags","","not-applicable","implemented","src/lib/harvest/activity.ts:903","aucun body; paramètres dans l'URL","url-conforme-parametre-inefficace","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","ReturnTagCount=1 est envoyé mais le live ne renvoie pas les comptes; Parigo compense par getmembertagtracks."
"Public API","Public API > Member Activity > Tagging","Get Member Tag Tracks","GET","{HM_ServiceAPI_URL}/getmembertagtracks/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_NewMemberTagID}?Skip={Skip}&Limit={limit}&Sort={Sort}","getmembertagtracks","","not-applicable","implemented","src/lib/harvest/activity.ts:1111","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Tagging","Get Member Tags By Track","GET","{HM_ServiceAPI_URL}/getmembertagsbytrack/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_TrackID}","getmembertagsbytrack","","not-applicable","implemented","src/lib/harvest/activity.ts:934","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Tagging","Remove Track Tag","GET","{HM_ServiceAPI_URL}/removetrackmembertag/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_NewMemberTagID}/{HM_ServiceAPI_TrackID}","removetrackmembertag","","empty","implemented","src/lib/harvest/activity.ts:1119","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Tagging","Remove Tag","GET","{HM_ServiceAPI_URL}/removemembertag/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_NewMemberTagID}","removemembertag","","empty","implemented","src/lib/harvest/activity.ts:1134","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Tagging","Remove All Tags","GET","{HM_ServiceAPI_URL}/removemembertags/{HM_ServiceAPI_MemberToken}","removemembertags","","empty","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Comments","Create & Assign Member Comment to Track","POST","{HM_ServiceAPI_URL}/addtrackmembercomment/{HM_ServiceAPI_MemberToken}","addtrackmembercomment","TrackID, TagName","valid","implemented","src/lib/harvest/activity.ts:829","trackid, TagName (adaptation au contrat live case-sensitive)","correctif-parigo-confirme","BFF exécuté: HTTP 201, note relue chez Harvest; cycle complet nettoyé","La documentation reste incorrecte, mais Parigo envoie désormais trackid/TagName et vérifie la création par relecture."
"Public API","Public API > Member Activity > Comments","Update Member Comment","POST","{HM_ServiceAPI_URL}/updatetrackmembercomment/{HM_ServiceAPI_MemberToken}","updatetrackmembercomment","TrackID, TagName","valid","implemented","src/lib/harvest/activity.ts:852","TagID, TagName (ID du commentaire, pas ID de piste)","correctif-parigo-confirme","BFF exécuté: HTTP 200, nouveau texte relu chez Harvest; cycle complet nettoyé","La documentation reste incorrecte, mais Parigo envoie désormais TagID/TagName et vérifie la modification par relecture."
"Public API","Public API > Member Activity > Comments","Get Member Comments By Track","GET","{HM_ServiceAPI_URL}/gettrackmembercomments/{HM_ServiceAPI_MemberToken}/{TrackID}?includeadmin={IncludeAdmin}","gettrackmembercomments","","not-applicable","implemented","src/lib/harvest/activity.ts:809","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Comments","Remove Comment","GET","{HM_ServiceAPI_URL}/removetrackmembercomment/{HM_ServiceAPI_MemberToken}/{TagID}","removetrackmembercomment","","empty","implemented","src/lib/harvest/activity.ts:874","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Searches","Create Member Saved Search","POST","{HM_ServiceAPI_URL}/addmembersavesearch/{HM_ServiceAPI_MemberToken}","addmembersavesearch","Name, Description, SearchHistoryID","valid","implemented","src/lib/harvest/activity.ts:719","Name, Description, SearchHistoryID","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Searches","Update Member Saved Search","POST","{HM_ServiceAPI_URL}/updatemembersavesearch/{HM_ServiceAPI_MemberToken}/{SearchHistoryID}","updatemembersavesearch","Name, Description, SearchHistoryID","valid","implemented","src/lib/harvest/activity.ts:772","ID (supplémentaire), Name, Description, SearchHistoryID","conforme-avec-extension","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Parigo ajoute ID dans le body alors que l'ID figure déjà dans l'URL et n'est pas dans l'exemple; la persistance live est confirmée."
"Public API","Public API > Member Activity > Searches","Search Member Saved Searches","POST","{HM_ServiceAPI_URL}/searchmembersavesearches/{HM_ServiceAPI_MemberToken}","searchmembersavesearches","Keywords, Skip, Limit, Sort","valid","implemented","src/lib/harvest/activity.ts:703","Keywords, Skip, Limit, Sort","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Searches","Remove Member Saved Search Term","GET","{HM_ServiceAPI_URL}/removemembersavedsearchterm/{HM_ServiceAPI_MemberToken}/{SearchHistoryID}/{SearchTermID}","removemembersavedsearchterm","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Member Activity > Searches","Remove Member Saved Search","GET","{HM_ServiceAPI_URL}/removemembersavedsearch/{HM_ServiceAPI_MemberToken}/{SearchHistoryID}","removemembersavedsearch","","not-applicable","implemented","src/lib/harvest/activity.ts:744","aucun body; paramètres dans l'URL","conforme","exécuté en live avec succès, ou mutation réversible confirmée par relecture puis nettoyage","Méthode, chemin, type de jeton et paramètres/payload conformes au contrat publié pour la variante utilisée."
"Public API","Public API > Member Activity > Searches","Remove All Member Saved Searches","GET","{HM_ServiceAPI_URL}/removeallmembersavedsearch/{HM_ServiceAPI_MemberToken}","removeallmembersavedsearch","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Content Management","Get Web Content","GET","{HM_ServiceAPI_URL}/getwebcontent/{HM_ServiceAPI_Token}/{Code}/{RegionID}","getwebcontent","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Content Management","Get Web Content Children","GET","{HM_ServiceAPI_URL}/getchildwebcontent/{HM_ServiceAPI_Token}/{ParentCode}/{RegionID}","getchildwebcontent","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Ecommerce > Rates","Get Rates","GET","{HM_ServiceAPI_URL}/getrates/{HM_ServiceAPI_Token}/{Style}/{CurrencyCode}","getrates","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Ecommerce > Rates","Get Special Rate","GET","{HM_ServiceAPI_URL}/getspecialratebycode/{HM_ServiceAPI_Token}/{SpecialRateCode}/{CurrencyCode}","getspecialratebycode","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Ecommerce > Invoices","Create Invoice","POST","{HM_ServiceAPI_URL}/addinvoice/{HM_ServiceAPI_MemberToken}","addinvoice","invoice, invoice.invoicelineitems, invoice.invoicelineitems[].quantity, invoice.invoicelineitems[].amount, invoice.invoicelineitems[].amounttax, invoice.invoicelineitems[].description, invoice.invoicelineitems[].discountid, invoice.invoicelineitems[].discount, invoice.invoicelineitems[].invoiceitemreferences, invoice.invoicelineitems[].invoiceitemreferences[].referenceid, invoice.invoicelineitems[].invoiceitemreferences[].referencetype, invoice.invoicelineitems[].invoiceitemreferences[].value, invoice.invoiceproduction, invoice.invoiceproduction.client, invoice.invoiceproduction.title, invoice.invoiceproduction.productiondate, invoice.invoiceproduction.producer, invoice.invoiceproduction.length, invoice.invoiceproduction.po, invoice.currencycode, invoice.duedate, invoice.issuedate, invoice.discountid, invoice.discount, invoice.subtotal, invoice.totaltax, invoice.total, invoice.paymenttype, invoice.paymentreferencenumber","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Ecommerce > Invoices","Get Invoice","POST","{HM_ServiceAPI_URL}/getinvoice/{HM_ServiceAPI_MemberToken}","getinvoice","invoiceid, returntracks, returnrates, returndiscounts","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Ecommerce > Invoices","Void Invoice","POST","{HM_ServiceAPI_URL}/voidinvoice/{HM_ServiceAPI_MemberToken}","voidinvoice","invoiceid, reason","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Ecommerce > Invoices","Search Invoice","POST","{HM_ServiceAPI_URL}/searchinvoices/{HM_ServiceAPI_MemberToken}","searchinvoices","fromamount, fromdate, toamount, todate, limit, skip","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Ecommerce > Invoices","Pay Invoice","POST","{HM_ServiceAPI_URL}/payinvoice/{HM_ServiceAPI_MemberToken}","payinvoice","invoicepayment, invoicepayment.invoiceid, invoicepayment.amount, invoicepayment.contactname, invoicepayment.date, invoicepayment.paymenttype, invoicepayment.paymentreferencenumber, invoicepayment.paymentstatus, sendemail, bccemail","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Ecommerce > Invoices","Get Invoice Document","GET","{HM_ServiceAPI_URL}/getinvoicedownloadurl/{HM_ServiceAPI_MemberToken}/{HM_ServiceAPI_InvoiceID}","getinvoicedownloadurl","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Admin Management > Authentication","Authenticate Management Token","POST","{HM_ServiceAPI_URL}/getmanagementtoken/{HM_ServiceAPI_Token}","getmanagementtoken","UserName, Password","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Public API","Public API > Admin Management > Member Groups","Update Member Group Details","POST","{HM_ServiceAPI_URL}/updatemembergroup/{HM_ServiceAPI_ManagementToken}/{MemberGroupID}","updatemembergroup","MemberGroup, MemberGroup.DownloadEnabled, MemberGroup.DownloadStem, MemberGroup.DownloadLimit","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Getting Started","Get Access Token","GET","{HM_ExportAPI_URL}/getaccesstoken/{HM_ExportAPI_Key}","getaccesstoken","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Getting Started","Get Access Info (Download formats & URL)","GET","{HM_ExportAPI_URL}/getaccessinfo/{HM_ExportAPI_AccessToken}","getaccessinfo","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Getting Started","Get Access Accounts","GET","{HM_ExportAPI_URL}/getaccessaccounts/{HM_ExportAPI_AccessToken}","getaccessaccounts","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Getting Started","Get Session Token","GET","{HM_ExportAPI_URL}/getsessiontoken/{HM_ExportAPI_AccessToken}/{Username}/{Password}?accessaccountid=430f25d8e56cfadf","getsessiontoken","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Getting Started","Expire Session Token","GET","{HM_ExportAPI_URL}/expiretoken/{HM_ExportAPI_SessionToken}","expiretoken","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Getting Started","Validate Access Token","GET","{HM_ExportAPI_URL}/validateaccesstoken/{HM_ExportAPI_AccessToken}","validateaccesstoken","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Getting Started","Validate Session Token","GET","{HM_ExportAPI_URL}/validatesessiontoken/{HM_ExportAPI_AccessToken}","validatesessiontoken","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Getting Started","Expire Access Token","GET","{HM_ExportAPI_URL}/expireaccesstoken/{HM_ExportAPI_AccessToken}","expireaccesstoken","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Working within the Workspace","Get Labels/Libraries","GET","{HM_ExportAPI_URL}/getlibraries/{HM_ExportAPI_SessionToken}","getlibraries","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Working within the Workspace","Get Labels/Libraries All States","GET","{HM_ExportAPI_URL}/getlibrariesallstates/{HM_ExportAPI_SessionToken}","getlibrariesallstates","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Working within the Workspace","Get Albums By Workspace Status","POST","{HM_ExportAPI_URL}/getalbumsbyworkspacestatus/{HM_ExportAPI_SessionToken}","getalbumsbyworkspacestatus","","non-json:xml","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Working within the Workspace","Get Workspace Items By Album","GET","{HM_ExportAPI_URL}/getworkspacealbumitems/{HM_ExportAPI_SessionToken}/{AlbumID}/{Format}","getworkspacealbumitems","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Working within the Workspace","Get Workspace Items By Track","GET","{HM_ExportAPI_URL}/getworkspacetrackitems/{HM_ExportAPI_SessionToken}/{TrackID}/{Format}","getworkspacetrackitems","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Working within the Workspace","Get Workspace Download","POST","{HM_ExportAPI_URL}/getmusicdownload/{HM_ExportAPI_SessionToken}","getmusicdownload","","invalid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Working within the Workspace","Set Album Tag","POST","{HM_ExportAPI_URL}/setalbumtag/{HM_ExportAPI_SessionToken}","setalbumtag","","invalid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Working within the Workspace","Remove Album Tag","POST","{HM_ExportAPI_URL}/removealbumtag/{HM_ExportAPI_SessionToken}","removealbumtag","","non-json:xml","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Export API","Export API > Working within the Workspace","Upsert Track Categories","POST","{HM_ExportAPI_URL}/bulkupserttrackcategories/{HM_ExportAPI_SessionToken}","bulkupserttrackcategories","","non-json:xml","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Getting Started","Get Access Token","GET","{HM_ImportAPI_URL}/getaccesstoken","getaccesstoken","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Getting Started","Get Session Token","GET","{HM_ImportAPI_URL}/getsessiontoken/{HM_ImportAPI_AccessToken}/{Username}/{Password}","getsessiontoken","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Getting Started","Expire Session Token","GET","{HM_ImportAPI_URL}/expiretoken/{HM_ImportAPI_SessionToken}","expiretoken","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Labels/Libraries","Get Labels/Libraries","GET","{HM_ImportAPI_URL}/getlibraries/{HM_ImportAPI_SessionToken}","getlibraries","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Labels/Libraries","Create Label/Library","POST","{HM_ImportAPI_URL}/library/{HM_ImportAPI_SessionToken}/insert","library","Name, DisplayName, Description, Code, Prefix, Manufacturer, Location, Website, Profile","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Labels/Libraries","Update Label/Library","POST","{HM_ImportAPI_URL}/library/{HM_ImportAPI_SessionToken}/update","library","LibraryIdentity, Name, DisplayName, Description, Code, Prefix, Manufacturer, Location, Website, Profile","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Albums","Get Albums By Workspace State","POST","{HM_ImportAPI_URL}/getalbumsbyworkspacestate/{HM_ImportAPI_SessionToken}","getalbumsbyworkspacestate","LibraryIdentity, WorkspaceState","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Albums","Create Album","POST","{HM_ImportAPI_URL}/album/{HM_ImportAPI_SessionToken}/insert","album","LibraryIdentity, Title, DisplayTitle, Description, AlbumCode, Keywords, Tags, Styles, ReleaseDate","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Albums","Update Album","POST","{HM_ImportAPI_URL}/album/{HM_ImportAPI_SessionToken}/update","album","LibraryIdentity, AlbumIdentity, Title, DisplayTitle, Description, AlbumCode, Keywords, Tags, Styles, ReleaseDate","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Albums","Remove Album","DELETE","{HM_ImportAPI_URL}/album/{HM_ImportAPI_SessionToken}/{AlbumIdentity}","album","","empty","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Albums","Get Album Asset Upload URL","POST","{HM_ImportAPI_URL}/getpresigneduploadurl/{HM_ImportAPI_SessionToken}","getpresigneduploadurl","AssetType, Key, FileName, ContentType, ExpiresInSeconds, ObjectID","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Albums","Confirm Album Asset Upload Complete","POST","{HM_ImportAPI_URL}/confirmpresignedupload/{HM_ImportAPI_SessionToken}","confirmpresignedupload","AssetType, Key, FileName, ObjectID","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Albums","Set External Album Asset (URL)","POST","{HM_ImportAPI_URL}/setasseturl/{HM_ImportAPI_SessionToken}","setasseturl","AssetType, Url, ObjectID","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Albums","Set External Album Asset (Amazon S3)","POST","{HM_ImportAPI_URL}/setexternals3asset/{HM_ImportAPI_SessionToken}","setexternals3asset","AssetType, Key, ObjectID","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Tracks","Get Attribute Types","GET","{HM_ImportAPI_URL}/getattributetypes/{HM_ImportAPI_SessionToken}","getattributetypes","","not-applicable","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Tracks","Get Tracks By Workspace Album & State","POST","{HM_ImportAPI_URL}/getalbumtracksbyworkspacestate/{HM_ImportAPI_SessionToken}","getalbumtracksbyworkspacestate","AlbumIdentity, WorkspaceState","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
"Import API","Import API > Working within the Workspace > Tracks","Create Track","POST","{HM_ImportAPI_URL}/track/{HM_ImportAPI_SessionToken}/insert","track","tracks, tracks[].AlbumIdentity, tracks[].Title, tracks[].DisplayTitle, tracks[].TrackNumber, tracks[].Description, tracks[].Keywords, tracks[].Genre, tracks[].Mixout, tracks[].Version, tracks[].Mood, tracks[].MusicFor, tracks[].AlternateTitle, tracks[].OriginalFileName, tracks[].Writer, tracks[].Publisher, tracks[].Artist, tracks[].BPM, tracks[].Tempo, tracks[].Instrumentation, tracks[].Lyrics, tracks[].CategoryCodes, tracks[].IsMain, tracks[].MainTrackNumber, tracks[].Writers, tracks[].Writers[].FirstName, tracks[].Writers[].MiddleName, tracks[].Writers[].LastName, tracks[].Writers[].Capacity, tracks[].Writers[].PublisherName, tracks[].Writers[].Code, tracks[].Writers[].OwnerPerformanceShare, tracks[].Writers[].OwnerMechanicalShare, tracks[].Writers[].CollectingSocietyName, tracks[].Writers[].Territory, tracks[].Writers[].CollectionPerformanceShare, tracks[].Writers[].CollectionMechanicalShare, tracks[].Publishers, tracks[].Publishers[].Name, tracks[].Publishers[].Capacity, tracks[].Publishers[].Code, tracks[].Publishers[].OwnerPerformanceShare, tracks[].Publishers[].OwnerMechanicalShare, tracks[].Publishers[].CollectingSocietyName, tracks[].Publishers[].CollectionPerformanceShare, tracks[].Publishers[].CollectionMechanicalShare, tracks[].Publishers[].Territory, tracks[].Publishers[].OriginalPublisherName, tracks[].Artists, tracks[].Artists[].FirstName, tracks[].Artists[].MiddleName, tracks[].Artists[].LastName, tracks[].Artists[].IPI, tracks[].Artists[].CollectingSocietyName, tracks[].CategoryAttributes, tracks[].CategoryAttributes[].Name, tracks[].CategoryAttributes[].Value, tracks[].Codes, tracks[].Codes[].AttributeTypeID, tracks[].Codes[].Value","valid","not-implemented","","","not-applicable","non exécuté par Parigo","Aucun appel de production Parigo pour cette variante; contrôle documentaire statique seulement."
